rok;region;kraj;plec;nadwaga
2013;EUR;KAZ;MLE;17.2
2012;EUR;KAZ;BTSX;19.0
2012;EUR;KAZ;FMLE;20.7
2012;EUR;KAZ;MLE;16.7
2011;EUR;KAZ;BTSX;18.5
2011;EUR;KAZ;FMLE;20.2
2011;EUR;KAZ;MLE;16.2
2010;EUR;KAZ;BTSX;18.0
2010;EUR;KAZ;FMLE;19.7
2010;EUR;KAZ;MLE;15.7
2009;EUR;KAZ;BTSX;17.6
2009;EUR;KAZ;FMLE;19.3
2009;EUR;KAZ;MLE;15.3
2008;EUR;KAZ;BTSX;17.1
2008;EUR;KAZ;FMLE;18.9
2008;EUR;KAZ;MLE;14.8
2007;EUR;KAZ;BTSX;16.7
2007;EUR;KAZ;FMLE;18.4
2007;EUR;KAZ;MLE;14.4
2006;EUR;KAZ;BTSX;16.3
2006;EUR;KAZ;FMLE;18.0
2006;EUR;KAZ;MLE;14.0
2005;EUR;KAZ;BTSX;15.9
2005;EUR;KAZ;FMLE;17.6
2005;EUR;KAZ;MLE;13.6
2004;EUR;KAZ;BTSX;15.5
2004;EUR;KAZ;FMLE;17.2
2004;EUR;KAZ;MLE;13.2
2003;EUR;KAZ;BTSX;15.1
2003;EUR;KAZ;FMLE;16.9
2003;EUR;KAZ;MLE;12.8
2002;EUR;KAZ;BTSX;14.7
2002;EUR;KAZ;FMLE;16.5
2002;EUR;KAZ;MLE;12.4
2001;EUR;KAZ;BTSX;14.4
2001;EUR;KAZ;FMLE;16.1
2001;EUR;KAZ;MLE;12.0
2000;EUR;KAZ;BTSX;14.0
2000;EUR;KAZ;FMLE;15.7
2000;EUR;KAZ;MLE;11.7
1999;EUR;KAZ;BTSX;13.6
1999;EUR;KAZ;FMLE;15.4
1999;EUR;KAZ;MLE;11.3
1998;EUR;KAZ;BTSX;13.3
1998;EUR;KAZ;FMLE;15.0
1998;EUR;KAZ;MLE;11.0
1997;EUR;KAZ;BTSX;12.9
1997;EUR;KAZ;FMLE;14.7
1997;EUR;KAZ;MLE;10.6
1996;EUR;KAZ;BTSX;12.6
1996;EUR;KAZ;FMLE;14.4
1996;EUR;KAZ;MLE;10.3
1995;EUR;KAZ;BTSX;12.3
1995;EUR;KAZ;FMLE;14.1
1995;EUR;KAZ;MLE;10.0
1994;EUR;KAZ;BTSX;12.0
1994;EUR;KAZ;FMLE;13.7
1994;EUR;KAZ;MLE;9.7
1993;EUR;KAZ;BTSX;11.7
1993;EUR;KAZ;FMLE;13.4
1993;EUR;KAZ;MLE;9.4
1992;EUR;KAZ;BTSX;11.4
1992;EUR;KAZ;FMLE;13.1
1992;EUR;KAZ;MLE;9.1
1991;EUR;KAZ;BTSX;11.1
1991;EUR;KAZ;FMLE;12.8
1991;EUR;KAZ;MLE;8.8
1990;EUR;KAZ;BTSX;10.8
1990;EUR;KAZ;FMLE;12.5
1990;EUR;KAZ;MLE;8.5
1989;EUR;KAZ;BTSX;10.5
1989;EUR;KAZ;FMLE;12.2
1989;EUR;KAZ;MLE;8.2
1988;EUR;KAZ;BTSX;10.2
1988;EUR;KAZ;FMLE;11.9
1988;EUR;KAZ;MLE;7.9
1987;EUR;KAZ;BTSX;9.9
1987;EUR;KAZ;FMLE;11.6
1987;EUR;KAZ;MLE;7.7
1986;EUR;KAZ;BTSX;9.6
1986;EUR;KAZ;FMLE;11.3
1986;EUR;KAZ;MLE;7.4
1985;EUR;KAZ;BTSX;9.3
1985;EUR;KAZ;FMLE;10.9
1985;EUR;KAZ;MLE;7.1
1984;EUR;KAZ;BTSX;9.0
1984;EUR;KAZ;FMLE;10.6
1984;EUR;KAZ;MLE;6.8
1983;EUR;KAZ;BTSX;8.7
1983;EUR;KAZ;FMLE;10.3
1983;EUR;KAZ;MLE;6.5
1982;EUR;KAZ;BTSX;8.5
1982;EUR;KAZ;FMLE;10.0
1982;EUR;KAZ;MLE;6.3
1981;EUR;KAZ;BTSX;8.2
1981;EUR;KAZ;FMLE;9.7
1981;EUR;KAZ;MLE;6.0
1980;EUR;KAZ;BTSX;7.9
1980;EUR;KAZ;FMLE;9.4
1980;EUR;KAZ;MLE;5.8
1979;EUR;KAZ;BTSX;7.7
1979;EUR;KAZ;FMLE;9.2
1979;EUR;KAZ;MLE;5.6
1978;EUR;KAZ;BTSX;7.4
1978;EUR;KAZ;FMLE;8.9
1978;EUR;KAZ;MLE;5.3
1977;EUR;KAZ;BTSX;7.2
1977;EUR;KAZ;FMLE;8.6
1977;EUR;KAZ;MLE;5.1
1976;EUR;KAZ;BTSX;6.9
1976;EUR;KAZ;FMLE;8.3
1976;EUR;KAZ;MLE;4.9
1975;EUR;KAZ;BTSX;6.7
1975;EUR;KAZ;FMLE;8.1
1975;EUR;KAZ;MLE;4.7
2016;AFR;KEN;BTSX;7.1
2016;AFR;KEN;FMLE;11.1
2016;AFR;KEN;MLE;2.8
2015;AFR;KEN;BTSX;6.8
2015;AFR;KEN;FMLE;10.6
2015;AFR;KEN;MLE;2.7
2014;AFR;KEN;BTSX;6.5
2014;AFR;KEN;FMLE;10.2
2014;AFR;KEN;MLE;2.5
2013;AFR;KEN;BTSX;6.2
2013;AFR;KEN;FMLE;9.7
2013;AFR;KEN;MLE;2.4
2012;AFR;KEN;BTSX;5.9
2012;AFR;KEN;FMLE;9.3
2012;AFR;KEN;MLE;2.3
2011;AFR;KEN;BTSX;5.6
2011;AFR;KEN;FMLE;8.9
2011;AFR;KEN;MLE;2.1
2010;AFR;KEN;BTSX;5.4
2010;AFR;KEN;FMLE;8.5
2010;AFR;KEN;MLE;2.0
2009;AFR;KEN;BTSX;5.1
2009;AFR;KEN;FMLE;8.1
2009;AFR;KEN;MLE;1.9
2008;AFR;KEN;BTSX;4.9
2008;AFR;KEN;FMLE;7.7
2008;AFR;KEN;MLE;1.8
2007;AFR;KEN;BTSX;4.6
2007;AFR;KEN;FMLE;7.4
2007;AFR;KEN;MLE;1.7
2006;AFR;KEN;BTSX;4.4
2006;AFR;KEN;FMLE;7.0
2006;AFR;KEN;MLE;1.6
2005;AFR;KEN;BTSX;4.2
2005;AFR;KEN;FMLE;6.7
2005;AFR;KEN;MLE;1.5
2004;AFR;KEN;BTSX;4.0
2004;AFR;KEN;FMLE;6.4
2004;AFR;KEN;MLE;1.4
2003;AFR;KEN;BTSX;3.8
2003;AFR;KEN;FMLE;6.1
2003;AFR;KEN;MLE;1.4
2002;AFR;KEN;BTSX;3.6
2002;AFR;KEN;FMLE;5.8
2002;AFR;KEN;MLE;1.3
2001;AFR;KEN;BTSX;3.4
2001;AFR;KEN;FMLE;5.5
2001;AFR;KEN;MLE;1.2
2000;AFR;KEN;BTSX;3.2
2000;AFR;KEN;FMLE;5.2
2000;AFR;KEN;MLE;1.1
1999;AFR;KEN;BTSX;3.1
1999;AFR;KEN;FMLE;5.0
1999;AFR;KEN;MLE;1.1
1998;AFR;KEN;BTSX;2.9
1998;AFR;KEN;FMLE;4.7
1998;AFR;KEN;MLE;1.0
1997;AFR;KEN;BTSX;2.8
1997;AFR;KEN;FMLE;4.5
1997;AFR;KEN;MLE;1.0
1996;AFR;KEN;BTSX;2.6
1996;AFR;KEN;FMLE;4.3
1996;AFR;KEN;MLE;0.9
1995;AFR;KEN;BTSX;2.5
1995;AFR;KEN;FMLE;4.0
1995;AFR;KEN;MLE;0.9
1994;AFR;KEN;BTSX;2.4
1994;AFR;KEN;FMLE;3.8
1994;AFR;KEN;MLE;0.8
1993;AFR;KEN;BTSX;2.2
1993;AFR;KEN;FMLE;3.7
1993;AFR;KEN;MLE;0.8
1992;AFR;KEN;BTSX;2.1
1992;AFR;KEN;FMLE;3.5
1992;AFR;KEN;MLE;0.7
1991;AFR;KEN;BTSX;2.0
1991;AFR;KEN;FMLE;3.3
1991;AFR;KEN;MLE;0.7
1990;AFR;KEN;BTSX;1.9
1990;AFR;KEN;FMLE;3.2
1990;AFR;KEN;MLE;0.6
1989;AFR;KEN;BTSX;1.8
1989;AFR;KEN;FMLE;3.0
1989;AFR;KEN;MLE;0.6
1988;AFR;KEN;BTSX;1.7
1988;AFR;KEN;FMLE;2.9
1988;AFR;KEN;MLE;0.6
1987;AFR;KEN;BTSX;1.6
1987;AFR;KEN;FMLE;2.7
1987;AFR;KEN;MLE;0.5
1986;AFR;KEN;BTSX;1.6
1986;AFR;KEN;FMLE;2.6
1986;AFR;KEN;MLE;0.5
1985;AFR;KEN;BTSX;1.5
1985;AFR;KEN;FMLE;2.5
1985;AFR;KEN;MLE;0.5
1984;AFR;KEN;BTSX;1.4
1984;AFR;KEN;FMLE;2.3
1984;AFR;KEN;MLE;0.4
1983;AFR;KEN;BTSX;1.3
1983;AFR;KEN;FMLE;2.2
1983;AFR;KEN;MLE;0.4
1982;AFR;KEN;BTSX;1.3
1982;AFR;KEN;FMLE;2.1
1982;AFR;KEN;MLE;0.4
1981;AFR;KEN;BTSX;1.2
1981;AFR;KEN;FMLE;2.0
1981;AFR;KEN;MLE;0.4
1980;AFR;KEN;BTSX;1.1
1980;AFR;KEN;FMLE;1.9
1980;AFR;KEN;MLE;0.3
1979;AFR;KEN;BTSX;1.1
1979;AFR;KEN;FMLE;1.8
1979;AFR;KEN;MLE;0.3
1978;AFR;KEN;BTSX;1.0
1978;AFR;KEN;FMLE;1.7
1978;AFR;KEN;MLE;0.3
1977;AFR;KEN;BTSX;0.9
1977;AFR;KEN;FMLE;1.6
1977;AFR;KEN;MLE;0.3
1976;AFR;KEN;BTSX;0.9
1976;AFR;KEN;FMLE;1.5
1976;AFR;KEN;MLE;0.3
1975;AFR;KEN;BTSX;0.8
1975;AFR;KEN;FMLE;1.4
1975;AFR;KEN;MLE;0.2
2016;EUR;KGZ;BTSX;16.6
2016;EUR;KGZ;FMLE;18.6
2016;EUR;KGZ;MLE;14.0
2015;EUR;KGZ;BTSX;16.0
2015;EUR;KGZ;FMLE;18.1
2015;EUR;KGZ;MLE;13.5
2014;EUR;KGZ;BTSX;15.5
2014;EUR;KGZ;FMLE;17.5
2014;EUR;KGZ;MLE;13.0
2013;EUR;KGZ;BTSX;14.9
2013;EUR;KGZ;FMLE;17.0
2013;EUR;KGZ;MLE;12.5
2012;EUR;KGZ;BTSX;14.4
2012;EUR;KGZ;FMLE;16.4
2012;EUR;KGZ;MLE;12.0
2011;EUR;KGZ;BTSX;13.9
2011;EUR;KGZ;FMLE;15.9
2011;EUR;KGZ;MLE;11.6
2010;EUR;KGZ;BTSX;13.4
2010;EUR;KGZ;FMLE;15.4
2010;EUR;KGZ;MLE;11.1
2009;EUR;KGZ;BTSX;13.0
2009;EUR;KGZ;FMLE;14.9
2009;EUR;KGZ;MLE;10.7
2008;EUR;KGZ;BTSX;12.5
2008;EUR;KGZ;FMLE;14.4
2008;EUR;KGZ;MLE;10.3
2007;EUR;KGZ;BTSX;12.1
2007;EUR;KGZ;FMLE;14.0
2007;EUR;KGZ;MLE;9.9
2006;EUR;KGZ;BTSX;11.7
2006;EUR;KGZ;FMLE;13.6
2006;EUR;KGZ;MLE;9.5
2005;EUR;KGZ;BTSX;11.3
2005;EUR;KGZ;FMLE;13.1
2005;EUR;KGZ;MLE;9.2
2004;EUR;KGZ;BTSX;10.9
2004;EUR;KGZ;FMLE;12.7
2004;EUR;KGZ;MLE;8.8
2003;EUR;KGZ;BTSX;10.6
2003;EUR;KGZ;FMLE;12.3
2003;EUR;KGZ;MLE;8.5
2002;EUR;KGZ;BTSX;10.2
2002;EUR;KGZ;FMLE;12.0
2002;EUR;KGZ;MLE;8.2
2001;EUR;KGZ;BTSX;9.9
2001;EUR;KGZ;FMLE;11.6
2001;EUR;KGZ;MLE;7.9
2000;EUR;KGZ;BTSX;9.6
2000;EUR;KGZ;FMLE;11.3
2000;EUR;KGZ;MLE;7.6
1999;EUR;KGZ;BTSX;9.4
1999;EUR;KGZ;FMLE;11.0
1999;EUR;KGZ;MLE;7.4
1998;EUR;KGZ;BTSX;9.1
1998;EUR;KGZ;FMLE;10.7
1998;EUR;KGZ;MLE;7.1
1997;EUR;KGZ;BTSX;8.8
1997;EUR;KGZ;FMLE;10.4
1997;EUR;KGZ;MLE;6.9
1996;EUR;KGZ;BTSX;8.6
1996;EUR;KGZ;FMLE;10.1
1996;EUR;KGZ;MLE;6.7
1995;EUR;KGZ;BTSX;8.3
1995;EUR;KGZ;FMLE;9.9
1995;EUR;KGZ;MLE;6.4
1994;EUR;KGZ;BTSX;8.1
1994;EUR;KGZ;FMLE;9.6
1994;EUR;KGZ;MLE;6.2
1993;EUR;KGZ;BTSX;7.9
1993;EUR;KGZ;FMLE;9.4
1993;EUR;KGZ;MLE;6.0
1992;EUR;KGZ;BTSX;7.7
1992;EUR;KGZ;FMLE;9.1
1992;EUR;KGZ;MLE;5.8
1991;EUR;KGZ;BTSX;7.4
1991;EUR;KGZ;FMLE;8.9
1991;EUR;KGZ;MLE;5.6
1990;EUR;KGZ;BTSX;7.2
1990;EUR;KGZ;FMLE;8.7
1990;EUR;KGZ;MLE;5.4
1989;EUR;KGZ;BTSX;7.0
1989;EUR;KGZ;FMLE;8.4
1989;EUR;KGZ;MLE;5.2
1988;EUR;KGZ;BTSX;6.8
1988;EUR;KGZ;FMLE;8.2
1988;EUR;KGZ;MLE;5.0
1987;EUR;KGZ;BTSX;6.6
1987;EUR;KGZ;FMLE;8.0
1987;EUR;KGZ;MLE;4.9
1986;EUR;KGZ;BTSX;6.4
1986;EUR;KGZ;FMLE;7.7
1986;EUR;KGZ;MLE;4.7
1985;EUR;KGZ;BTSX;6.2
1985;EUR;KGZ;FMLE;7.5
1985;EUR;KGZ;MLE;4.5
1984;EUR;KGZ;BTSX;6.0
1984;EUR;KGZ;FMLE;7.3
1984;EUR;KGZ;MLE;4.3
1983;EUR;KGZ;BTSX;5.9
1983;EUR;KGZ;FMLE;7.1
1983;EUR;KGZ;MLE;4.2
1982;EUR;KGZ;BTSX;5.7
1982;EUR;KGZ;FMLE;6.9
1982;EUR;KGZ;MLE;4.0
1981;EUR;KGZ;BTSX;5.5
1981;EUR;KGZ;FMLE;6.7
1981;EUR;KGZ;MLE;3.9
1980;EUR;KGZ;BTSX;5.3
1980;EUR;KGZ;FMLE;6.5
1980;EUR;KGZ;MLE;3.7
1979;EUR;KGZ;BTSX;5.2
1979;EUR;KGZ;FMLE;6.3
1979;EUR;KGZ;MLE;3.6
1978;EUR;KGZ;BTSX;5.0
1978;EUR;KGZ;FMLE;6.1
1978;EUR;KGZ;MLE;3.4
1977;EUR;KGZ;BTSX;4.8
1977;EUR;KGZ;FMLE;5.9
1977;EUR;KGZ;MLE;3.3
1976;EUR;KGZ;BTSX;4.7
1976;EUR;KGZ;FMLE;5.7
1976;EUR;KGZ;MLE;3.1
1975;EUR;KGZ;BTSX;4.5
1975;EUR;KGZ;FMLE;5.6
1975;EUR;KGZ;MLE;3.0
2016;WPR;KHM;BTSX;3.9
2016;WPR;KHM;FMLE;4.8
2016;WPR;KHM;MLE;2.7
2015;WPR;KHM;BTSX;3.7
2015;WPR;KHM;FMLE;4.6
2015;WPR;KHM;MLE;2.5
2014;WPR;KHM;BTSX;3.5
2014;WPR;KHM;FMLE;4.3
2014;WPR;KHM;MLE;2.4
2013;WPR;KHM;BTSX;3.3
2013;WPR;KHM;FMLE;4.1
2013;WPR;KHM;MLE;2.2
2012;WPR;KHM;BTSX;3.1
2012;WPR;KHM;FMLE;3.9
2012;WPR;KHM;MLE;2.1
2011;WPR;KHM;BTSX;2.9
2011;WPR;KHM;FMLE;3.7
2011;WPR;KHM;MLE;1.9
2010;WPR;KHM;BTSX;2.7
2010;WPR;KHM;FMLE;3.5
2010;WPR;KHM;MLE;1.8
2009;WPR;KHM;BTSX;2.6
2009;WPR;KHM;FMLE;3.3
2009;WPR;KHM;MLE;1.7
2008;WPR;KHM;BTSX;2.4
2008;WPR;KHM;FMLE;3.1
2008;WPR;KHM;MLE;1.6
2007;WPR;KHM;BTSX;2.3
2007;WPR;KHM;FMLE;3.0
2007;WPR;KHM;MLE;1.5
2006;WPR;KHM;BTSX;2.2
2006;WPR;KHM;FMLE;2.8
2006;WPR;KHM;MLE;1.4
2005;WPR;KHM;BTSX;2.0
2005;WPR;KHM;FMLE;2.6
2005;WPR;KHM;MLE;1.3
2004;WPR;KHM;BTSX;1.9
2004;WPR;KHM;FMLE;2.5
2004;WPR;KHM;MLE;1.2
2003;WPR;KHM;BTSX;1.8
2003;WPR;KHM;FMLE;2.4
2003;WPR;KHM;MLE;1.1
2002;WPR;KHM;BTSX;1.7
2002;WPR;KHM;FMLE;2.2
2002;WPR;KHM;MLE;1.0
2001;WPR;KHM;BTSX;1.6
2001;WPR;KHM;FMLE;2.1
2001;WPR;KHM;MLE;0.9
2000;WPR;KHM;BTSX;1.5
2000;WPR;KHM;FMLE;2.0
2000;WPR;KHM;MLE;0.9
1999;WPR;KHM;BTSX;1.4
1999;WPR;KHM;FMLE;1.9
1999;WPR;KHM;MLE;0.8
1998;WPR;KHM;BTSX;1.3
1998;WPR;KHM;FMLE;1.8
1998;WPR;KHM;MLE;0.7
1997;WPR;KHM;BTSX;1.2
1997;WPR;KHM;FMLE;1.6
1997;WPR;KHM;MLE;0.7
1996;WPR;KHM;BTSX;1.1
1996;WPR;KHM;FMLE;1.6
1996;WPR;KHM;MLE;0.6
1995;WPR;KHM;BTSX;1.1
1995;WPR;KHM;FMLE;1.5
1995;WPR;KHM;MLE;0.6
1994;WPR;KHM;BTSX;1.0
1994;WPR;KHM;FMLE;1.4
1994;WPR;KHM;MLE;0.5
1993;WPR;KHM;BTSX;0.9
1993;WPR;KHM;FMLE;1.3
1993;WPR;KHM;MLE;0.5
1992;WPR;KHM;BTSX;0.9
1992;WPR;KHM;FMLE;1.2
1992;WPR;KHM;MLE;0.5
1991;WPR;KHM;BTSX;0.8
1991;WPR;KHM;FMLE;1.1
1991;WPR;KHM;MLE;0.4
1990;WPR;KHM;BTSX;0.8
1990;WPR;KHM;FMLE;1.1
1990;WPR;KHM;MLE;0.4
1989;WPR;KHM;BTSX;0.7
1989;WPR;KHM;FMLE;1.0
1989;WPR;KHM;MLE;0.4
1988;WPR;KHM;BTSX;0.7
1988;WPR;KHM;FMLE;0.9
1988;WPR;KHM;MLE;0.3
1987;WPR;KHM;BTSX;0.6
1987;WPR;KHM;FMLE;0.8
1987;WPR;KHM;MLE;0.3
1986;WPR;KHM;BTSX;0.6
1986;WPR;KHM;FMLE;0.8
1986;WPR;KHM;MLE;0.3
1985;WPR;KHM;BTSX;0.5
1985;WPR;KHM;FMLE;0.7
1985;WPR;KHM;MLE;0.3
1984;WPR;KHM;BTSX;0.5
1984;WPR;KHM;FMLE;0.7
1984;WPR;KHM;MLE;0.2
1983;WPR;KHM;BTSX;0.4
1983;WPR;KHM;FMLE;0.6
1983;WPR;KHM;MLE;0.2
1982;WPR;KHM;BTSX;0.4
1982;WPR;KHM;FMLE;0.6
1982;WPR;KHM;MLE;0.2
1981;WPR;KHM;BTSX;0.4
1981;WPR;KHM;FMLE;0.5
1981;WPR;KHM;MLE;0.2
1980;WPR;KHM;BTSX;0.3
1980;WPR;KHM;FMLE;0.5
1980;WPR;KHM;MLE;0.2
1979;WPR;KHM;BTSX;0.3
1979;WPR;KHM;FMLE;0.5
1979;WPR;KHM;MLE;0.2
1978;WPR;KHM;BTSX;0.3
1978;WPR;KHM;FMLE;0.4
1978;WPR;KHM;MLE;0.1
1977;WPR;KHM;BTSX;0.3
1977;WPR;KHM;FMLE;0.4
1977;WPR;KHM;MLE;0.1
1976;WPR;KHM;BTSX;0.3
1976;WPR;KHM;FMLE;0.4
1976;WPR;KHM;MLE;0.1
1975;WPR;KHM;BTSX;0.3
1975;WPR;KHM;FMLE;0.4
1975;WPR;KHM;MLE;0.1
2016;WPR;KIR;BTSX;46.0
2016;WPR;KIR;FMLE;50.4
2016;WPR;KIR;MLE;41.6
2015;WPR;KIR;BTSX;45.3
2015;WPR;KIR;FMLE;49.8
2015;WPR;KIR;MLE;40.8
2014;WPR;KIR;BTSX;44.7
2014;WPR;KIR;FMLE;49.3
2014;WPR;KIR;MLE;40.1
2013;WPR;KIR;BTSX;44.1
2013;WPR;KIR;FMLE;48.8
2013;WPR;KIR;MLE;39.4
2012;WPR;KIR;BTSX;43.5
2012;WPR;KIR;FMLE;48.2
2012;WPR;KIR;MLE;38.7
2011;WPR;KIR;BTSX;42.8
2011;WPR;KIR;FMLE;47.7
2011;WPR;KIR;MLE;37.9
2010;WPR;KIR;BTSX;42.2
2010;WPR;KIR;FMLE;47.2
2010;WPR;KIR;MLE;37.2
2009;WPR;KIR;BTSX;41.6
2009;WPR;KIR;FMLE;46.6
2009;WPR;KIR;MLE;36.5
2008;WPR;KIR;BTSX;40.9
2008;WPR;KIR;FMLE;46.0
2008;WPR;KIR;MLE;35.8
2007;WPR;KIR;BTSX;40.3
2007;WPR;KIR;FMLE;45.5
2007;WPR;KIR;MLE;35.1
2006;WPR;KIR;BTSX;39.6
2006;WPR;KIR;FMLE;44.9
2006;WPR;KIR;MLE;34.3
2005;WPR;KIR;BTSX;38.9
2005;WPR;KIR;FMLE;44.2
2005;WPR;KIR;MLE;33.5
2004;WPR;KIR;BTSX;38.2
2004;WPR;KIR;FMLE;43.6
2004;WPR;KIR;MLE;32.7
2003;WPR;KIR;BTSX;37.4
2003;WPR;KIR;FMLE;42.9
2003;WPR;KIR;MLE;31.9
2002;WPR;KIR;BTSX;36.6
2002;WPR;KIR;FMLE;42.1
2002;WPR;KIR;MLE;31.0
2001;WPR;KIR;BTSX;35.8
2001;WPR;KIR;FMLE;41.3
2001;WPR;KIR;MLE;30.1
2000;WPR;KIR;BTSX;34.9
2000;WPR;KIR;FMLE;40.5
2000;WPR;KIR;MLE;29.2
1999;WPR;KIR;BTSX;33.9
1999;WPR;KIR;FMLE;39.6
1999;WPR;KIR;MLE;28.3
1998;WPR;KIR;BTSX;33.0
1998;WPR;KIR;FMLE;38.7
1998;WPR;KIR;MLE;27.3
1997;WPR;KIR;BTSX;32.1
1997;WPR;KIR;FMLE;37.9
1997;WPR;KIR;MLE;26.5
1996;WPR;KIR;BTSX;31.2
1996;WPR;KIR;FMLE;37.1
1996;WPR;KIR;MLE;25.6
1995;WPR;KIR;BTSX;30.4
1995;WPR;KIR;FMLE;36.3
1995;WPR;KIR;MLE;24.9
1994;WPR;KIR;BTSX;29.7
1994;WPR;KIR;FMLE;35.6
1994;WPR;KIR;MLE;24.1
1993;WPR;KIR;BTSX;28.9
1993;WPR;KIR;FMLE;34.8
1993;WPR;KIR;MLE;23.4
1992;WPR;KIR;BTSX;28.2
1992;WPR;KIR;FMLE;34.1
1992;WPR;KIR;MLE;22.7
1991;WPR;KIR;BTSX;27.4
1991;WPR;KIR;FMLE;33.3
1991;WPR;KIR;MLE;22.0
1990;WPR;KIR;BTSX;26.7
1990;WPR;KIR;FMLE;32.6
1990;WPR;KIR;MLE;21.3
1989;WPR;KIR;BTSX;26.0
1989;WPR;KIR;FMLE;31.8
1989;WPR;KIR;MLE;20.7
1988;WPR;KIR;BTSX;25.3
1988;WPR;KIR;FMLE;31.1
1988;WPR;KIR;MLE;20.0
1987;WPR;KIR;BTSX;24.6
1987;WPR;KIR;FMLE;30.3
1987;WPR;KIR;MLE;19.4
1986;WPR;KIR;BTSX;23.9
1986;WPR;KIR;FMLE;29.5
1986;WPR;KIR;MLE;18.7
1985;WPR;KIR;BTSX;23.2
1985;WPR;KIR;FMLE;28.8
1985;WPR;KIR;MLE;18.1
1984;WPR;KIR;BTSX;22.6
1984;WPR;KIR;FMLE;28.0
1984;WPR;KIR;MLE;17.5
1983;WPR;KIR;BTSX;21.9
1983;WPR;KIR;FMLE;27.2
1983;WPR;KIR;MLE;16.8
1982;WPR;KIR;BTSX;21.2
1982;WPR;KIR;FMLE;26.4
1982;WPR;KIR;MLE;16.2
1981;WPR;KIR;BTSX;20.5
1981;WPR;KIR;FMLE;25.6
1981;WPR;KIR;MLE;15.6
1980;WPR;KIR;BTSX;19.8
1980;WPR;KIR;FMLE;24.7
1980;WPR;KIR;MLE;15.0
1979;WPR;KIR;BTSX;19.0
1979;WPR;KIR;FMLE;23.8
1979;WPR;KIR;MLE;14.4
1978;WPR;KIR;BTSX;18.2
1978;WPR;KIR;FMLE;22.9
1978;WPR;KIR;MLE;13.7
1977;WPR;KIR;BTSX;17.5
1977;WPR;KIR;FMLE;22.0
1977;WPR;KIR;MLE;13.1
1976;WPR;KIR;BTSX;16.7
1976;WPR;KIR;FMLE;21.1
1976;WPR;KIR;MLE;12.5
1975;WPR;KIR;BTSX;15.9
1975;WPR;KIR;FMLE;20.2
1975;WPR;KIR;MLE;11.9
2016;AMR;KNA;BTSX;22.9
2016;AMR;KNA;FMLE;30.1
2016;AMR;KNA;MLE;15.3
2015;AMR;KNA;BTSX;22.3
2015;AMR;KNA;FMLE;29.4
2015;AMR;KNA;MLE;14.7
2014;AMR;KNA;BTSX;21.6
2014;AMR;KNA;FMLE;28.7
2014;AMR;KNA;MLE;14.1
2013;AMR;KNA;BTSX;21.0
2013;AMR;KNA;FMLE;28.1
2013;AMR;KNA;MLE;13.6
2012;AMR;KNA;BTSX;20.4
2012;AMR;KNA;FMLE;27.4
2012;AMR;KNA;MLE;13.1
2011;AMR;KNA;BTSX;19.8
2011;AMR;KNA;FMLE;26.8
2011;AMR;KNA;MLE;12.6
2010;AMR;KNA;BTSX;19.3
2010;AMR;KNA;FMLE;26.1
2010;AMR;KNA;MLE;12.1
2009;AMR;KNA;BTSX;18.7
2009;AMR;KNA;FMLE;25.5
2009;AMR;KNA;MLE;11.6
2008;AMR;KNA;BTSX;18.2
2008;AMR;KNA;FMLE;24.9
2008;AMR;KNA;MLE;11.2
2007;AMR;KNA;BTSX;17.7
2007;AMR;KNA;FMLE;24.3
2007;AMR;KNA;MLE;10.7
2006;AMR;KNA;BTSX;17.2
2006;AMR;KNA;FMLE;23.7
2006;AMR;KNA;MLE;10.3
2005;AMR;KNA;BTSX;16.7
2005;AMR;KNA;FMLE;23.1
2005;AMR;KNA;MLE;9.9
2004;AMR;KNA;BTSX;16.2
2004;AMR;KNA;FMLE;22.5
2004;AMR;KNA;MLE;9.5
2003;AMR;KNA;BTSX;15.7
2003;AMR;KNA;FMLE;22.0
2003;AMR;KNA;MLE;9.2
2002;AMR;KNA;BTSX;15.3
2002;AMR;KNA;FMLE;21.4
2002;AMR;KNA;MLE;8.8
2001;AMR;KNA;BTSX;14.8
2001;AMR;KNA;FMLE;20.9
2001;AMR;KNA;MLE;8.5
2000;AMR;KNA;BTSX;14.4
2000;AMR;KNA;FMLE;20.4
2000;AMR;KNA;MLE;8.1
1999;AMR;KNA;BTSX;14.0
1999;AMR;KNA;FMLE;19.9
1999;AMR;KNA;MLE;7.8
1998;AMR;KNA;BTSX;13.6
1998;AMR;KNA;FMLE;19.4
1998;AMR;KNA;MLE;7.5
1997;AMR;KNA;BTSX;13.2
1997;AMR;KNA;FMLE;18.9
1997;AMR;KNA;MLE;7.2
1996;AMR;KNA;BTSX;12.8
1996;AMR;KNA;FMLE;18.4
1996;AMR;KNA;MLE;6.9
1995;AMR;KNA;BTSX;12.4
1995;AMR;KNA;FMLE;17.9
1995;AMR;KNA;MLE;6.7
1994;AMR;KNA;BTSX;12.0
1994;AMR;KNA;FMLE;17.4
1994;AMR;KNA;MLE;6.4
1993;AMR;KNA;BTSX;11.7
1993;AMR;KNA;FMLE;17.0
1993;AMR;KNA;MLE;6.1
1992;AMR;KNA;BTSX;11.3
1992;AMR;KNA;FMLE;16.5
1992;AMR;KNA;MLE;5.9
1991;AMR;KNA;BTSX;11.0
1991;AMR;KNA;FMLE;16.1
1991;AMR;KNA;MLE;5.7
1990;AMR;KNA;BTSX;10.7
